StudentName,Lecture,FileName,ErrorMessage,シンボル,シンボルの種類,ワードA,ワードAの種類,ワードB,ワードBの種類,ワードC,ワードCの種類,発生時刻,修正時刻,修正時間,isWorking,複合数,同時修正数,CT(sec),GeneRef,,
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 13:05,2013/9/29 21:32,0:00:00,FALSE,23,23,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorManager,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorManager,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorKindLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorKindLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCMainFrame,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCMainFrame,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorManager,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorManager,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorKindLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorKindLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorLoader,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCMainFrame,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCMainFrame,クラス,,,,,,,2013/9/25 20:32,2013/9/29 21:32,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,StandardChartTheme,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 14:41,2013/9/26 14:48,0:00:09,FALSE,46,51,9,FALSE
NA,NA,NA,NA,CCChartPanel.java,シンボルを見つけられません,,,,,,,,,2013/9/26 14:44,2013/9/26 14:48,0:00:05,TRUE,50,51,5,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:44,2013/9/26 14:48,0:00:05,FALSE,50,51,5,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 14:44,2013/9/26 14:48,0:00:05,FALSE,50,51,5,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 14:44,2013/9/26 14:48,0:00:05,FALSE,50,51,5,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 14:47,2013/9/26 14:48,0:00:01,FALSE,51,51,1,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorManager,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorManager,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorKindLoader,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorKindLoader,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorLoader,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCCompileErrorLoader,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCMainFrame,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCViewerStart.java,シンボルを見つけられません,CCMainFrame,クラス,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:00,FALSE,8,8,0,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,,,,,,,,,2013/9/25 20:33,2013/9/26 13:54,0:00:06,FALSE,10,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,,,,,,,,,2013/9/25 20:33,2013/9/26 13:51,0:00:02,FALSE,10,1,2,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.plot,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.chart.renderer.category,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,パッケージAは存在しません,,,rg.jfree.data.category,パッケージ,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,DefaultCategoryDataset,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,JFreeChart,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,PlotOrientation,変数,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartFactory,変数,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,CategoryPlot,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,LineAndShapeRenderer,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartColor,変数,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCGraphFrame.java,シンボルを見つけられません,ChartPanel,クラス,,,,,,,2013/9/26 13:51,2013/9/26 13:59,0:00:06,FALSE,24,46,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,coco.view.CCErrorElementButtonはabstractでなく、java.awt.event.MouseListener内のabstractメソッドmouseExited(java.awt.event.MouseEvent)をオーバーライドしません,,,,,,,,,2013/9/26 13:51,2013/9/26 13:52,0:01:00,TRUE,24,1,60,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,MouseEvent,クラス,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,MouseEvent,クラス,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,MouseEvent,クラス,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,MouseEvent,クラス,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,addElement(java.lang.String),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,getSize(),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,list,変数,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,addElement(java.lang.String),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,getSize(),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,list,変数,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,addElement(java.lang.String),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,getSize(),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,list,変数,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,addElement(java.lang.String),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,getSize(),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,list,変数,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,addElement(java.lang.String),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
NA,NA,NA,NA,CCErrorElementButton.java,シンボルを見つけられません,getSize(),メソッド,,,,,,,2013/9/26 13:52,2013/9/26 13:54,0:00:06,TRUE,43,20,6,FALSE
